Superheading Number,Superheading title ,heading_text,ID_novols
21,,ذكر خبر استئمان درمويه الزنجي الى ابى احمد,341.3.0.0.0
21,,ثم دخلت سنة إحدى وسبعين ومائتين,342.0.0.0.0
21,,ذكر الخبر عما كان فيها من الأحداث الجليلة:,342.1.0.0.0
21,,ثم دخلت سنة اثنتين وسبعين ومائتين,343.0.0.0.0
21,,ثم دخلت سنه ثلاث وسبعين ومائتين,344.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),344.1.0.0.0
21,,ثم دخلت سنه اربع وسبعين ومائتين,345.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),345.1.0.0.0
21,,ثم دخلت سنه خمس وسبعين ومائتين,346.0.0.0.0
21,,(ذكر الخبر عما كان فيها من الأحداث),346.1.0.0.0
22,سنة 276 - سنة 302 من الهجرة,ثم دخلت سنه ست وسبعين ومائتين,347.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),347.1.0.0.0
22,,ثم دخلت سنه سبع وسبعين ومائتين,348.0.0.0.0
22,,(ذكر الخبر عن الأحداث التي كانت فيها),348.1.0.0.0
22,,ثم دخلت سنه ثمان وسبعين ومائتين,349.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث,349.1.0.0.0
22,,ذكر الخبر عن مرض ابى احمد الموفق ثم موته,349.2.0.0.0
22,,ذكر خبر البيعه للمعتضد بولاية العهد,349.3.0.0.0
22,,ذكر ابتداء امر القرامطة,349.4.0.0.0
22,,ذكر خبر غزو الروم ووفاه يازمان في هذه الغزوة,349.5.0.0.0
22,,ثم دخلت سنه تسع وسبعين ومائتين,350.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث,350.1.0.0.0
22,,ذكر خبر الفتنة بطرسوس,350.2.0.0.0
22,,خبر وفاه المعتمد,350.3.0.0.0
22,,خلافه المعتضد,350.4.0.0.0
22,,[أخبار متفرقة],350.5.0.0.0
22,,ثم دخلت سنه ثمانين ومائتين,351.0.0.0.0
22,,ذكر الخبر عن الأحداث التي كانت فيها,351.1.0.0.0
22,,ذكر خبر قصد المعتضد بنى شيبان وصلحه معهم,351.2.0.0.0
22,,[أخبار متفرقة],351.3.0.0.0
22,,ثم دخلت سنه احدى وثمانين ومائتين,352.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث,352.1.0.0.0
22,,ذكر خبر الوقعه بين الأكراد والاعراب,352.2.0.0.0
22,,ثم دخلت سنه اثنتين وثمانين ومائتين,353.0.0.0.0
22,,(ذكر الاحداث التي كانت فيها),353.1.0.0.0
22,,ذكر امر النيروز المعتضدي,353.2.0.0.0
22,,ذكر امر المعتضد مع حمدان بن حمدون,353.3.0.0.0
22,,[أخبار متفرقة],353.4.0.0.0
22,,ثم دخلت سنه ثلاث وثمانين ومائتين,354.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),354.1.0.0.0
22,,خبر هارون الشاري والظفر ms4774 به,354.2.0.0.0
22,,خبر حصر الصقالبه القسطنطينية,354.3.0.0.0
22,,خلاف جند جيش بن خمارويه عليه,354.4.0.0.0
22,,ذكر الفداء بين المسلمين والروم,354.5.0.0.0
22,,ذكر امر المعتضد مع عمر بن عبد العزيز بن ابى دلف وأخيه بكر,354.6.0.0.0
22,,ثم دخلت سنه اربع وثمانين ومائتين,355.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث الجليلة,355.1.0.0.0
22,,ذكر كتاب المعتضد في شان بنى اميه,355.2.0.0.0
22,,[أخبار متفرقة],355.3.0.0.0
22,,ثم دخلت سنه خمس وثمانين ومائتين,356.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث,356.1.0.0.0
22,,ثم دخلت سنه ست وثمانين ومائتين,357.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث الجليلة,357.1.0.0.0
22,,ثم دخلت سنه سبع وثمانين ومائتين,358.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث,358.1.0.0.0
22,,خروج العباس بن عمرو الغنوي من البصره,358.2.0.0.0
22,,ذكر الخبر عن مقتل محمد بن زيد العلوي,358.3.0.0.0
22,,ثم دخلت سنه ثمان وثمانين ومائتين,359.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),359.1.0.0.0
22,,ثم دخلت سنه تسع وثمانين ومائتين,360.0.0.0.0
22,,(ذكر الخبر عن الكائن فيها من الأمور),360.1.0.0.0
22,,خلافه المكتفي بالله,360.2.0.0.0
22,,ذكر الخبر عن مقتل بدر غلام المعتضد,360.3.0.0.0
22,,ذكر باقى الكائن من الأمور ms4816 الجليله في سنه تسع وثمانين ومائتين,360.4.0.0.0
22,,ذكر خبر هذا الرجل الذى ظهر بالشام وما كان من سبب ظهوره بها,360.5.0.0.0
22,,ثم دخلت سنه تسعين ومائتين,361.0.0.0.0
22,,(ذكر الخبر عن الأحداث التي كانت فيها),361.1.0.0.0
22,,ثم دخلت سنه احدى وتسعين ومائتين,362.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأمور الجليله),362.1.0.0.0
22,,ذكر خبر الوقعه بين اصحاب السلطان وصاحب الشامة,362.2.0.0.0
22,,[أخبار متفرقة],362.3.0.0.0
22,,ثم دخلت سنه اثنتين وتسعين ومائتين,363.0.0.0.0
22,,(ذكر ما كان فيها من الأحداث الجليلة),363.1.0.0.0
22,,ثم دخلت سنه ثلاث وتسعين ومائتين,364.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث,364.1.0.0.0
22,,ذكرا الخبر عن ظهور أخي الحسين بن زكرويه,364.2.0.0.0
22,,عاد الخبر الى ما كان من امر أخي ابن زكرويه,364.3.0.0.0
22,,[أخبار متفرقة],364.4.0.0.0
22,,ثم دخلت سنه اربع وتسعين ومائتين,365.0.0.0.0
22,,ذكر الخبر عما كان فيها من الأحداث الجليله,365.1.0.0.0
22,,خبر زكرويه بن مهرويه القرمطى,365.2.0.0.0
22,,[أخبار متفرقة],365.3.0.0.0
22,,ثم دخلت سنه خمس وتسعين ومائتين,366.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),366.1.0.0.0
22,,خلافه المقتدر بالله,366.2.0.0.0
22,,ثم دخلت سنه ست وتسعين ومائتين,367.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),367.1.0.0.0
22,,ثم دخلت سنه سبع وتسعين ومائتين,368.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),368.1.0.0.0
22,,ثم دخلت سنه ثمان وتسعين ومائتين,369.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),369.1.0.0.0
22,,ثم دخلت سنه تسع وتسعين ومائتين,370.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),370.1.0.0.0
22,,ثم دخلت سنه ثلاثمائة,371.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),371.1.0.0.0
22,,ثم دخلت سنه احدى وثلاثمائة,372.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),372.1.0.0.0
22,,ثم دخلت سنه اثنتين وثلاثمائة,373.0.0.0.0
22,,(ذكر الخبر عما كان فيها من الأحداث),373.1.0.0.0
23,صلة تأريخ الطبري لعريب بن القرطبي و تكملة تاريخ الطبري لمحمد بن عبد الملك الهمذاني والمنتخب من كتاب ذيل المذيل من تاريخ الصحابة والتابعين تصنيف محمد بن جرير الطبري (وهي الكتب غير تأريخ للطبري ومضاف على يد المحقق),صلة تاريخ الطبري لعريب بن سعد القرطبي,374.0.0.0.0
23,,ثم دخلت سنة احدى وتسعين ومائتين,374.1.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.1.1.0.0
23,, (ذكر اخبار القرامطة وقتل صاحب الشامة),374.1.2.0.0
23,,ثم دخلت سنه اثنتين وتسعين ومائتين,374.2.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.2.1.0.0
23,,ثم دخلت سنه ثلاث وتسعين ومائتين,374.3.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.3.1.0.0
23,,ثم دخلت سنه اربع وتسعين ومائتين,374.4.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.4.1.0.0
23,,ثم دخلت سنه خمس وتسعين ومائتين,374.5.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.5.1.0.0
23,, ذكر عله المكتفي بالله وما كان من امره الى وقت وفاته,374.5.2.0.0
23,, ذكر وفاه المكتفي,374.5.3.0.0
23,, ذكر خلافه المقتدر,374.5.4.0.0
23,,ثم دخلت سنه ست وتسعين ومائتين,374.6.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.6.1.0.0
23,, ذكر البيعه لابن المعتز,374.6.2.0.0
23,,ثم دخلت سنه سبع وتسعين ومائتين,374.7.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.7.1.0.0
23,,ثم دخلت سنه ثمان وتسعين ومائتين,374.8.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.8.1.0.0
23,,ثم دخلت سنه تسع وتسعين ومائتين,374.9.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.9.1.0.0
23,, ذكر القبض على ابن الفرات,374.9.2.0.0
23,,ثم دخلت سنه ثلاثمائة,374.10.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.10.1.0.0
23,,ثم دخلت سنه احدى وثلاثمائة,374.11.0.0.0
23,, (ذكر ما دار في ms4890 هذه السنه من اخبار بنى العباس),374.11.1.0.0
23,,ثم دخلت سنه اثنتين وثلاثمائة,374.12.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.12.1.0.0
23,,ثم دخلت سنه ثلاث وثلاثمائة,374.13.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.13.1.0.0
23,,ثم دخلت سنه اربع وثلاثمائة,374.14.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.14.1.0.0
23,, ذكر التقبض على على بن عيسى الوزير وولايه على بن الفرات ثانيه,374.14.2.0.0
23,,ثم دخلت سنه خمس وثلاثمائة,374.15.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.15.1.0.0
23,,ثم دخلت سنه ست وثلاثمائة,374.16.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.16.1.0.0
23,,ثم دخلت سنه سبع وثلاثمائة,374.17.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.17.1.0.0
23,,ثم دخلت سنه ثمان وثلاثمائة,374.18.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.18.1.0.0
23,,ثم دخلت سنه تسع وثلاثمائة,374.19.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.19.1.0.0
23,,ثم دخلت سنه عشر وثلاثمائة,374.20.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.20.1.0.0
23,,ثم دخلت سنه احدى عشره وثلاثمائة,374.21.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.21.1.0.0
23,,ثم دخلت سنه اثنتى عشره وثلاثمائة,374.22.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.22.1.0.0
23,, ذكر التقبض على ابن الفرات وابنه وقتلهما,374.22.2.0.0
23,,ثم دخلت سنه ثلاث عشره وثلاثمائة,374.23.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.23.1.0.0
23,, ذكر التقبض على الوزير الخاقانى وولايه احمد الخصيبى,374.23.2.0.0
23,,ثم دخلت سنه اربع عشره وثلاثمائة,374.24.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.24.1.0.0
23,, ذكر التقبض على الوزير الخصيبى وولايه على بن عيسى الوزارة,374.24.2.0.0
23,,ثم دخلت سنه خمس ms4938 عشره وثلاثمائة,374.25.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.25.1.0.0
23,,ثم دخلت سنه ست عشره وثلاثمائة,374.26.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.26.1.0.0
23,, ذكر القبض على على بن عيسى الوزير وولايه محمد بن على بن مقله الوزارة,374.26.2.0.0
23,, ذكر الحوادث التي أحدثها القرامطة بمكة وغيرها,374.26.3.0.0
23,,ثم دخلت سنه سبع عشره وثلاثمائة,374.27.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.27.1.0.0
23,, ذكر صرف المقتدر الى الخلافه,374.27.2.0.0
23,,ثم دخلت سنه ثمان عشره وثلاثمائة,374.28.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.28.1.0.0
23,, ذكر الإيقاع بجند الرجاله ببغداد,374.28.2.0.0
23,, كتاب على بن مقله الى القواد والعمال,374.28.3.0.0
23,, ذكر صرف ابن مقله عن الوزارة وولايه ابن مخلد,374.28.4.0.0
23,,ثم دخلت سنه تسع عشره وثلاثمائة,374.29.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.29.1.0.0
23,, ذكر القبض على سليمان بن الحسن الوزير وتقليد الكلواذى الوزارة,374.29.2.0.0
23,, ذكر صرف الكلواذى عن الوزارة وتقليدها الحسين بن القاسم,374.29.3.0.0
23,,ثم دخلت سنه عشرين وثلاثمائة,374.30.0.0.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),374.30.1.0.0
23,, ذكر عزل الوزير الحسن بن القاسم وتقديم الفضل بن جعفر مكانه والتياث الاحوال ببغداد,374.30.2.0.0
23,, ذكر مسير مؤنس الى بغداد وقتل المقتدر,374.30.3.0.0
23,, ذكر البيعه لمحمد القاهر بالله,374.30.4.0.0
23,,تكملة تاريخ الطبري لمحمد بن عبد الملك الهمذاني,375.0.0.0.0
23,,مقدمة,375.1.0.0.0
23,,خلافه المقتدر بالله,375.2.0.0.0
23,,سنه ست وتسعين ومائتين,375.3.0.0.0
23,,سنه سبع وتسعين ومائتين,375.4.0.0.0
23,,سنه ثمان وتسعين ومائتين,375.5.0.0.0
23,,سنه تسع وتسعين ومائتين,375.6.0.0.0
23,,سنه ثلاثمائة,375.7.0.0.0
23,,سنه احدى وثلاثمائة,375.8.0.0.0
23,,سنه اثنتين وثلاثمائة,375.9.0.0.0
23,,سنه ثلاث وثلاثمائة,375.10.0.0.0
23,,سنه اربع وثلاثمائة,375.11.0.0.0
23,,سنه خمس وثلاثمائة,375.12.0.0.0
23,,سنه ست وثلاثمائة,375.13.0.0.0
23,, وزارة حامد بن العباس,375.13.1.0.0
23,,سنه سبع وثلاثمائة,375.14.0.0.0
23,,سنه ثمان وثلاثمائة,375.15.0.0.0
23,,سنه تسع وثلاثمائة,375.16.0.0.0
23,,سنه عشر وثلاثمائة,375.17.0.0.0
23,,سنه احدى عشره وثلاثمائة,375.18.0.0.0
23,,سنه اثنتى عشره وثلاثمائة,375.19.0.0.0
23,, وزارة ابى العباس الخصيبى,375.19.1.0.0
23,,سنه ثلاث عشره وثلاثمائة,375.20.0.0.0
23,,سنه اربع عشره وثلاثمائة,375.21.0.0.0
23,,سنه خمس عشره وثلاثمائة,375.22.0.0.0
23,, وزارة على بن عيسى الثانيه,375.22.1.0.0
23,,سنه ست عشره وثلاثمائة,375.23.0.0.0
23,, وزارة ابى على بن مقله,375.23.1.0.0
23,,سنه سبع عشره وثلاثمائة,375.24.0.0.0
23,,سنه ثماني عشره وثلاثمائة,375.25.0.0.0
23,, وزارة ابى القاسم عبد الله بن محمد الكلواذى,375.25.1.0.0
23,, وزارة الكرخي,375.25.2.0.0
23,, وزارة ابى الفتح الفضل بن جعفر,375.25.3.0.0
23,, خلافه القاهر بالله ابو منصور بن المعتضد,375.25.4.0.0
23,, وزارة ابن مقله,375.25.5.0.0
23,,سنه احدى وعشرين وثلاثمائة,375.26.0.0.0
23,, وزارة ابى جعفر محمد بن القاسم,375.26.1.0.0
23,, وزارة الخصيبى,375.26.2.0.0
23,, خلافه الراضي بالله ابى العباس محمد بن المقتدر رحمه الله,375.26.3.0.0
23,, وزارة ابن مقله,375.26.4.0.0
23,,سنه ثلاث وعشرين وثلاثمائة,375.27.0.0.0
23,,سنه اربع وعشرين وثلاثمائة,375.28.0.0.0
23,, وزارة عبد الرحمن بن عيسى للراضى بالله,375.28.1.0.0
23,,سنه خمس وعشرين وثلاثمائة,375.29.0.0.0
23,, وزارة ابى الفتح بن الفرات للراضى بالله,375.29.1.0.0
23,,سنه ست وعشرين وثلاثمائة,375.30.0.0.0
23,, وصول بجكم الى الحضره وتفرده بالإمرة,375.30.1.0.0
23,,سنه سبع وعشرين وثلاثمائة,375.31.0.0.0
23,, وزارة البريدى ابى عبد الله للراضى بالله,375.31.1.0.0
23,,سنه ثمان وعشرين وثلاثمائة,375.32.0.0.0
23,, وزارة ابى القاسم سليمان بن الحسن,375.32.1.0.0
23,,سنه تسع وعشرين وثلاثمائة,375.33.0.0.0
23,, خلافه المتقى لله,375.33.1.0.0
23,, اماره كورنكج,375.33.2.0.0
23,,سنه ثلاثين وثلاثمائة,375.34.0.0.0
23,,سنه احدى وثلاثين وثلاثمائة,375.35.0.0.0
23,, وزارة ابى العباس الاصفهانى,375.35.1.0.0
23,, وزارة ابى الحسين بن مقله,375.35.2.0.0
23,, اماره توزون,375.35.3.0.0
23,,سنه اثنتين وثلاثين وثلاثمائة,375.36.0.0.0
23,,سنه ثلاث وثلاثين وثلاثمائة,375.37.0.0.0
23,, خلافه المستكفى بالله,375.37.1.0.0
23,,سنه اربع وثلاثين وثلاثمائة,375.38.0.0.0
23,, خلافه المطيع لله ابى القاسم الفضل بن المقتدر,375.38.1.0.0
23,,سنه خمس وثلاثين وثلاثمائة,375.39.0.0.0
23,,سنه ست وثلاثين وثلاثمائة,375.40.0.0.0
23,,سنه سبع وثلاثين وثلاثمائة,375.41.0.0.0
23,,سنه ثمان وثلاثين وثلاثمائة,375.42.0.0.0
23,,سنه تسع وثلاثين وثلاثمائة,375.43.0.0.0
23,,سنه اربعين وثلاثمائة,375.44.0.0.0
23,,سنه احدى واربعين وثلاثمائة,375.45.0.0.0
23,,سنه اثنتين واربعين وثلاثمائة,375.46.0.0.0
23,,سنه ثلاث واربعين وثلاثمائة,375.47.0.0.0
23,,سنه اربع واربعين وثلاثمائة,375.48.0.0.0
23,,سنه خمس واربعين وثلاثمائة,375.49.0.0.0
23,,سنه ست واربعين وثلاثمائة,375.50.0.0.0
23,,سنه سبع واربعين وثلاثمائة,375.51.0.0.0
23,,سنه ثمان واربعين وثلاثمائة,375.52.0.0.0
23,,سنه تسع واربعين وثلاثمائة,375.53.0.0.0
23,,سنه خمسين وثلاثمائة,375.54.0.0.0
23,,سنه احدى وخمسين وثلاثمائة,375.55.0.0.0
23,,سنه اثنتين وخمسين وثلاثمائة,375.56.0.0.0
23,,سنه ثلاث وخمسين وثلاثمائة,375.57.0.0.0
23,,سنه اربع وخمسين وثلاثمائة,375.58.0.0.0
23,,سنه خمس وخمسين وثلاثمائة,375.59.0.0.0
23,,سنه ست وخمسين وثلاثمائة,375.60.0.0.0
23,, اماره عز الدولة ابى منصور بختيار بن معز الدولة,375.60.1.0.0
23,,سنه سبع وخمسين وثلاثمائة,375.61.0.0.0
23,, وزارة ابى الفضل الشيرازى,375.61.1.0.0
23,,سنه ثمان وخمسين وثلاثمائة,375.62.0.0.0
23,,سنه تسع وخمسين وثلاثمائة,375.63.0.0.0
23,,سنه ستين وثلاثمائة,375.64.0.0.0
23,, وزارة ابى الفضل العباس ابن الحسن الشيرازى الثانيه,375.64.1.0.0
23,,سنه احدى وستين وثلاثمائة,375.65.0.0.0
23,,سنه اثنتين وستين وثلاثمائة,375.66.0.0.0
23,, نزول الخارج بالمغرب بمصر,375.66.1.0.0
23,, وزارة ابى طاهر بن بقية لمعز الدولة,375.66.2.0.0
23,,سنه ثلاث وستين وثلاثمائة,375.67.0.0.0
23,, خلافه الطائع لله ابى بكر عبد الكريم بن المطيع لله,375.67.1.0.0
23,,سنه اربع وستين وثلاثمائة,375.68.0.0.0
23,,سنه خمس وستين وثلاثمائة,375.69.0.0.0
23,,سنه ست وستين وثلاثمائة,375.70.0.0.0
23,,سنه سبع وستين وثلاثمائة,375.71.0.0.0
23,,[ (المنتخب من كتاب ذيل المذيل) من تاريخ الصحابة والتابعين تصنيف محمد بن جرير الطبري],376.0.0.0.0
23,,من النساء اللواتي متن قبل الهجره,376.1.0.0.0
23,,وممن مات في سنه ثمان من الهجره,376.2.0.0.0
23,,قال: وفي سنه تسع من الهجره,376.3.0.0.0
23,,قال: وفي سنه احدى عشر من الهجره,376.4.0.0.0
23,,قال: وممن هلك سنه اربع عشره من الهجره,376.5.0.0.0
23,,قال: وممن قتل في سنه ست عشره,376.6.0.0.0
23,,ذكر من قتل او مات منهم في سنه ثلاث وعشرين من الهجره,376.7.0.0.0
23,,قال: وممن توفى سنه اثنتين وثلاثين من الهجره,376.8.0.0.0
23,,ذكر من مات او قتل منهم في سنه ثلاث وثلاثين من الهجره,376.9.0.0.0
23,,قال: وممن قتل في سنه ست وثلاثين من الهجره,376.10.0.0.0
23,,ذكر من مات او قتل منهم في سنه سبع وثلاثين من الهجره,376.11.0.0.0
23,,ذكر من مات منهم او قتل سنه اربعين,376.12.0.0.0
23,,ذكر من هلك منهم سنه خمسين,376.13.0.0.0
23,,ذكر الخبر عمن مات او قتل منهم سنه ثنتين وخمسين,376.14.0.0.0
23,,ذكر الخبر عمن مات او قتل سنه اربع وخمسين,376.15.0.0.0
23,,قال: وممن هلك سنه اربع وستين,376.16.0.0.0
23,,ذكر من هلك في سنه خمس وستين,376.17.0.0.0
23,,ذكر من مات او قتل سنه ثمان وستين,376.18.0.0.0
23,,ذكر من توفى او قتل منهم سنه اربع ms5203 وسبعين,376.19.0.0.0
23,,ذكر الخبر عمن هلك منهم سنه ثمان وسبعين,376.20.0.0.0
23,,ذكر من مات او قتل سنه ثمانين,376.21.0.0.0
23,,ذكر أسماء من عاش بعد رسول الله صلى الله عليه وسلم من اصحابه فروى عنه او نقل عنه علم,376.22.0.0.0
23,,ذكر بعض ما روى الحارث عن رسول الله صلى الله عليه وسلم من الآثار,376.23.0.0.0
23,,ذكر موالي بنى هاشم الذين عاشوا بعد رسول الله صلى الله عليه وسلم ورووا عنه ونقل عنهم العلم,376.24.0.0.0
23,,ومن حلفاء بنى هاشم,376.25.0.0.0
23,,ذكر من روى عن النبي ص من بنى المطلب بن عبد مناف بن قصى,376.26.0.0.0
23,,ومن حلفاء بنى نوفل بن عبد مناف بن قصى,376.27.0.0.0
23,,ذكر أسماء من نقل عنه العلم ممن صحب رسول الله صلى الله عليه وسلم وعاش بعده من بني أسد بن عبد العزى بن قصي بن كلاب,376.28.0.0.0
23,,ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى عبد الدار بن قصى بن كلاب,376.29.0.0.0
23,,ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى زهره بن كلاب أخي قصى بن كلاب,376.30.0.0.0
23,,ذكر من روى عن رسول الله صلى الله عليه وسلم من حلفاء بنى زهره,376.31.0.0.0
23,,ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى تيم بن مره,376.32.0.0.0
23,,ومن بنى مخزوم بن يقظه بن مره بن كعب,376.33.0.0.0
23,,ومن حلفاء بنى مخزوم ممن عاش بعد رسول الله ص وروى عنه,376.34.0.0.0
23,,ومن بنى عدى بن كعب بن لؤي بن غالب ممن عاش بعد رسول الله ص وروى عنه,376.35.0.0.0
23,,ومن بنى عامر بن لؤي بن غالب,376.36.0.0.0
23,,ومن بنى جعدة بن كعب بن ربيعة بن عامر بن صعصعة,376.37.0.0.0
23,,ومن بنى نمير بن عامر بن صعصعة,376.38.0.0.0
23,,ذكر اسامى من روى عن رسول الله ص ممن آمن به واتبعه في حياته وعاش بعده من قبائل اليمن,376.39.0.0.0
23,,ذكر بعض أسماء من عاش بعد رسول الله ص ممن آمن به واتبعه في حياته وروى عنه بعد وفاته في سائر قبائل اليمن,376.40.0.0.0
23,,ذكر أسماء من روى عن رسول الله ص من الأشعريين,376.41.0.0.0
23,,ذكر أسماء من روى عن رسول الله ص من حضر موت,376.42.0.0.0
23,,ومن كنده,376.43.0.0.0
23,,ومن سائر الأزد ممن روى عن رسول الله ص,376.44.0.0.0
23,,ومن همدان,376.45.0.0.0
23,,ذكر تاريخ النساء اللواتي اسلمن على عهد رسول الله ص ذكر من هلك منهن قبل الهجره:,376.46.0.0.0
23,,ذكر من هلك منهن في حياه رسول الله ص بعد الهجره,376.47.0.0.0
23,,ذكر من توفى من ازواجه على عهده ص,376.48.0.0.0
23,,ذكر تاريخ من مات من بنات رسول الله ص وعماته وازواجه بعد وفاته,376.49.0.0.0
23,,ذكر تاريخ وفاه ازواج رسول الله ص اللاتي توفين بعده,376.50.0.0.0
23,,ذكر تاريخ من عرف وقت وفاته من النساء المهاجرات والانصار وغيرهن ممن ادرك رسول الله ص وآمن به واتبعه,376.51.0.0.0
23,,ذكر أسماء من عاش بعد رسول الله ص من النساء المؤمنات فروت عنه ونقل عنها العلم ثم من بنى هاشم,376.52.0.0.0
23,,ومن مواليهم,376.53.0.0.0
23,,"ومن غرائب نساء العرب اللواتي عشن بعد رسول الله ص، فروين عنه وكن قد بايعنه، واسلمن في حياته",376.54.0.0.0
23,,القول في تاريخ التابعين والخالفين والسلف الماضين من العلماء ونقله الآثار ذكر من هلك من التابعين سنه ثنتين وثلاثين,376.55.0.0.0
23,,ذكر من هلك منهم سنه احدى وثمانين,376.56.0.0.0
23,,وممن هلك في سنه ثلاث وثمانين,376.57.0.0.0
23,,ذكر من هلك منهم سنه خمس ومائه,376.58.0.0.0
23,,ذكر من هلك منهم في سنه احدى عشره ومائه,376.59.0.0.0
23,,ذكر من هلك منهم في سنه ثنتى عشره ومائه,376.60.0.0.0
23,,ذكر من هلك منهم سنه خمسين ومائه,376.61.0.0.0
23,,ذكر من هلك منهم في سنه احدى وستين ومائه,376.62.0.0.0
23,,ذكر من روى عنها العلم منهن ممن ادرك اصحاب رسول الله ص ثم من قريش,376.63.0.0.0
23,,يتلوه الأسماء والكنى من التاريخ,376.64.0.0.0
23,,ذكر أسماء من شهر بالكنية من النساء اللاتي بايعن رسول الله ص وأدركنه,376.65.0.0.0
23,,"ذكر كنى ممن شهر باسمه دون كنيته، ممن عاش بعد رسول الله ص",376.66.0.0.0
23,,ذكر أسماء من عرف من اصحاب رسول الله ص بمولاه او بأخيه او بلقبه او بجده دون ابيه الأدنى,376.67.0.0.0
23,,ذكر أسماء من شهر بالكنية من التابعين,376.68.0.0.0
23,,ذكر من انتهت إلينا كنيته ممن شهر بالاسم دون الكنية من التابعين,376.69.0.0.0
23,,ذكر كنى من شهر بالاسم من ms5353 الخالفين دون الكنية,376.70.0.0.0
