Superheading Number,Superheading title ,Headings under superheading NEW,Heading UI NEW
23,, ثم دخلت سنه ثلاث وتسعين ومائتين,12.1.3.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.3.1
23,, ثم دخلت سنه اربع وتسعين ومائتين,12.1.4.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.4.1
23,, ثم دخلت سنه خمس وتسعين ومائتين,12.1.5.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.5.1
23,, ذكر عله المكتفي بالله وما كان من امره الى وقت وفاته,12.1.5.2
23,, ذكر وفاه المكتفي,12.1.5.3
23,, ذكر خلافه المقتدر,12.1.5.4
23,, ثم دخلت سنه ست وتسعين ومائتين,12.1.6.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.6.1
23,, ذكر البيعه لابن المعتز,12.1.6.2
23,, ثم دخلت سنه سبع وتسعين ومائتين,12.1.7.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.7.1
23,, ثم دخلت سنه ثمان وتسعين ومائتين,12.1.8.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.8.1
23,, ثم دخلت سنه تسع وتسعين ومائتين,12.1.9.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.9.1
23,, ذكر القبض على ابن الفرات,12.1.9.2
23,, ثم دخلت سنه ثلاثمائة,12.1.10.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.10.1
23,, ثم دخلت سنه احدى وثلاثمائة,12.1.11.0
23,, (ذكر ما دار في ms4890 هذه السنه من اخبار بنى العباس),12.1.11.1
23,, ثم دخلت سنه اثنتين وثلاثمائة,12.1.12.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.12.1
23,, ثم دخلت سنه ثلاث وثلاثمائة,12.1.13.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.13.1
23,, ثم دخلت سنه اربع وثلاثمائة,12.1.14.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.14.1
23,, ذكر التقبض على على بن عيسى الوزير وولايه على بن الفرات ثانيه,12.1.14.2
23,, ثم دخلت سنه خمس وثلاثمائة,12.1.15.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.15.1
23,, ثم دخلت سنه ست وثلاثمائة,12.1.16.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.16.1
23,, ثم دخلت سنه سبع وثلاثمائة,12.1.17.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.17.1
23,, ثم دخلت سنه ثمان وثلاثمائة,12.1.18.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.18.1
23,, ثم دخلت سنه تسع وثلاثمائة,12.1.19.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.19.1
23,, ثم دخلت سنه عشر وثلاثمائة,12.1.20.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.20.1
23,, ثم دخلت سنه احدى عشره وثلاثمائة,12.1.21.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.21.1
23,, ثم دخلت سنه اثنتى عشره وثلاثمائة,12.1.22.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.22.1
23,, ذكر التقبض على ابن الفرات وابنه وقتلهما,12.1.22.2
23,, ثم دخلت سنه ثلاث عشره وثلاثمائة,12.1.23.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.23.1
23,, ذكر التقبض على الوزير الخاقانى وولايه احمد الخصيبى,12.1.23.2
23,, ثم دخلت سنه اربع عشره وثلاثمائة,12.1.24.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.24.1
23,, ذكر التقبض على الوزير الخصيبى وولايه على بن عيسى الوزارة,12.1.24.2
23,, ثم دخلت سنه خمس ms4938 عشره وثلاثمائة,12.1.25.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.25.1
23,, ثم دخلت سنه ست عشره وثلاثمائة,12.1.26.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.26.1
23,, ذكر القبض على على بن عيسى الوزير وولايه محمد بن على بن مقله الوزارة,12.1.26.2
23,, ذكر الحوادث التي أحدثها القرامطة بمكة وغيرها,12.1.26.3
23,, ثم دخلت سنه سبع عشره وثلاثمائة,12.1.27.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.27.1
23,, ذكر صرف المقتدر الى الخلافه,12.1.27.2
23,, ثم دخلت سنه ثمان عشره وثلاثمائة,12.1.28.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.28.1
23,, ذكر الإيقاع بجند الرجاله ببغداد,12.1.28.2
23,, كتاب على بن مقله الى القواد والعمال,12.1.28.3
23,, ذكر صرف ابن مقله عن الوزارة وولايه ابن مخلد,12.1.28.4
23,, ثم دخلت سنه تسع عشره وثلاثمائة,12.1.29.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.29.1
23,, ذكر القبض على سليمان بن الحسن الوزير وتقليد الكلواذى الوزارة,12.1.29.2
23,, ذكر صرف الكلواذى عن الوزارة وتقليدها الحسين بن القاسم,12.1.29.3
23,, ثم دخلت سنه عشرين وثلاثمائة,12.1.30.0
23,, (ذكر ما دار في هذه السنه من اخبار بنى العباس),12.1.30.1
23,, ذكر عزل الوزير الحسن بن القاسم وتقديم الفضل بن جعفر مكانه والتياث الاحوال ببغداد,12.1.30.2
23,, ذكر مسير مؤنس الى بغداد وقتل المقتدر,12.1.30.3
23,, ذكر البيعه لمحمد القاهر بالله,12.1.30.4
23,, تكملة تاريخ الطبري لمحمد بن عبد الملك الهمذاني,12.2.0.0
23,, مقدمة,12.2.1.0
23,, خلافه المقتدر بالله,12.2.2.0
23,, سنه ست وتسعين ومائتين,12.2.3.0
23,, سنه سبع وتسعين ومائتين,12.2.4.0
23,, سنه ثمان وتسعين ومائتين,12.2.5.0
23,, سنه تسع وتسعين ومائتين,12.2.6.0
23,, سنه ثلاثمائة,12.2.7.0
23,, سنه احدى وثلاثمائة,12.2.8.0
23,, سنه اثنتين وثلاثمائة,12.2.9.0
23,, سنه ثلاث وثلاثمائة,12.2.10.0
23,, سنه اربع وثلاثمائة,12.2.11.0
23,, سنه خمس وثلاثمائة,12.2.12.0
23,, سنه ست وثلاثمائة,12.2.13.0
23,, وزارة حامد بن العباس,12.2.13.1
23,, سنه سبع وثلاثمائة,12.2.14.0
23,, سنه ثمان وثلاثمائة,12.2.15.0
23,, سنه تسع وثلاثمائة,12.2.16.0
23,, سنه عشر وثلاثمائة,12.2.17.0
23,, سنه احدى عشره وثلاثمائة,12.2.18.0
23,, سنه اثنتى عشره وثلاثمائة,12.2.19.0
23,, وزارة ابى العباس الخصيبى,12.2.19.1
23,, سنه ثلاث عشره وثلاثمائة,12.2.20.0
23,, سنه اربع عشره وثلاثمائة,12.2.21.0
23,, سنه خمس عشره وثلاثمائة,12.2.22.0
23,, وزارة على بن عيسى الثانيه,12.2.22.1
23,, سنه ست عشره وثلاثمائة,12.2.23.0
23,, وزارة ابى على بن مقله,12.2.23.1
23,, سنه سبع عشره وثلاثمائة,12.2.24.0
23,, سنه ثماني عشره وثلاثمائة,12.2.25.0
23,, وزارة ابى القاسم عبد الله بن محمد الكلواذى,12.2.25.1
23,, وزارة الكرخي,12.2.25.2
23,, وزارة ابى الفتح الفضل بن جعفر,12.2.25.3
23,, خلافه القاهر بالله ابو منصور بن المعتضد,12.2.25.4
23,, وزارة ابن مقله,12.2.25.5
23,, سنه احدى وعشرين وثلاثمائة,12.2.26.0
23,, وزارة ابى جعفر محمد بن القاسم,12.2.26.1
23,, وزارة الخصيبى,12.2.26.2
23,, خلافه الراضي بالله ابى العباس محمد بن المقتدر رحمه الله,12.2.26.3
23,, وزارة ابن مقله,12.2.26.4
23,, سنه ثلاث وعشرين وثلاثمائة,12.2.27.0
23,, سنه اربع وعشرين وثلاثمائة,12.2.28.0
23,, وزارة عبد الرحمن بن عيسى للراضى بالله,12.2.28.1
23,, سنه خمس وعشرين وثلاثمائة,12.2.29.0
23,, وزارة ابى الفتح بن الفرات للراضى بالله,12.2.29.1
23,, سنه ست وعشرين وثلاثمائة,12.2.30.0
23,, وصول بجكم الى الحضره وتفرده بالإمرة,12.2.30.1
23,, سنه سبع وعشرين وثلاثمائة,12.2.31.0
23,, وزارة البريدى ابى عبد الله للراضى بالله,12.2.31.1
23,, سنه ثمان وعشرين وثلاثمائة,12.2.32.0
23,, وزارة ابى القاسم سليمان بن الحسن,12.2.32.1
23,, سنه تسع وعشرين وثلاثمائة,12.2.33.0
23,, خلافه المتقى لله,12.2.33.1
23,, اماره كورنكج,12.2.33.2
23,, سنه ثلاثين وثلاثمائة,12.2.34.0
23,, سنه احدى وثلاثين وثلاثمائة,12.2.35.0
23,, وزارة ابى العباس الاصفهانى,12.2.35.1
23,, وزارة ابى الحسين بن مقله,12.2.35.2
23,, اماره توزون,12.2.35.3
23,, سنه اثنتين وثلاثين وثلاثمائة,12.2.36.0
23,, سنه ثلاث وثلاثين وثلاثمائة,12.2.37.0
23,, خلافه المستكفى بالله,12.2.37.1
23,, سنه اربع وثلاثين وثلاثمائة,12.2.38.0
23,, خلافه المطيع لله ابى القاسم الفضل بن المقتدر,12.2.38.1
23,, سنه خمس وثلاثين وثلاثمائة,12.2.39.0
23,, سنه ست وثلاثين وثلاثمائة,12.2.40.0
23,, سنه سبع وثلاثين وثلاثمائة,12.2.41.0
23,, سنه ثمان وثلاثين وثلاثمائة,12.2.42.0
23,, سنه تسع وثلاثين وثلاثمائة,12.2.43.0
23,, سنه اربعين وثلاثمائة,12.2.44.0
23,, سنه احدى واربعين وثلاثمائة,12.2.45.0
23,, سنه اثنتين واربعين وثلاثمائة,12.2.46.0
23,, سنه ثلاث واربعين وثلاثمائة,12.2.47.0
23,, سنه اربع واربعين وثلاثمائة,12.2.48.0
23,, سنه خمس واربعين وثلاثمائة,12.2.49.0
23,, سنه ست واربعين وثلاثمائة,12.2.50.0
23,, سنه سبع واربعين وثلاثمائة,12.2.51.0
23,, سنه ثمان واربعين وثلاثمائة,12.2.52.0
23,, سنه تسع واربعين وثلاثمائة,12.2.53.0
23,, سنه خمسين وثلاثمائة,12.2.54.0
23,, سنه احدى وخمسين وثلاثمائة,12.2.55.0
23,, سنه اثنتين وخمسين وثلاثمائة,12.2.56.0
23,, سنه ثلاث وخمسين وثلاثمائة,12.2.57.0
23,, سنه اربع وخمسين وثلاثمائة,12.2.58.0
23,, سنه خمس وخمسين وثلاثمائة,12.2.59.0
23,, سنه ست وخمسين وثلاثمائة,12.2.60.0
23,, اماره عز الدولة ابى منصور بختيار بن معز الدولة,12.2.60.1
23,, سنه سبع وخمسين وثلاثمائة,12.2.61.0
23,, وزارة ابى الفضل الشيرازى,12.2.61.1
23,, سنه ثمان وخمسين وثلاثمائة,12.2.62.0
23,, سنه تسع وخمسين وثلاثمائة,12.2.63.0
23,, سنه ستين وثلاثمائة,12.2.64.0
23,, وزارة ابى الفضل العباس ابن الحسن الشيرازى الثانيه,12.2.64.1
23,, سنه احدى وستين وثلاثمائة,12.2.65.0
23,, سنه اثنتين وستين وثلاثمائة,12.2.66.0
23,, نزول الخارج بالمغرب بمصر,12.2.66.1
23,, وزارة ابى طاهر بن بقية لمعز الدولة,12.2.66.2
23,, سنه ثلاث وستين وثلاثمائة,12.2.67.0
23,, خلافه الطائع لله ابى بكر عبد الكريم بن المطيع لله,12.2.67.1
23,, سنه اربع وستين وثلاثمائة,12.2.68.0
23,, سنه خمس وستين وثلاثمائة,12.2.69.0
23,, سنه ست وستين وثلاثمائة,12.2.70.0
23,, سنه سبع وستين وثلاثمائة,12.2.71.0
23,, [ (المنتخب من كتاب ذيل المذيل) من تاريخ الصحابة والتابعين تصنيف محمد بن جرير الطبري],12.3.0.0
23,, من النساء اللواتي متن قبل الهجره,12.3.1.0
23,, وممن مات في سنه ثمان من الهجره,12.3.2.0
23,, قال: وفي سنه تسع من الهجره,12.3.3.0
23,, قال: وفي سنه احدى عشر من الهجره,12.3.4.0
23,, قال: وممن هلك سنه اربع عشره من الهجره,12.3.5.0
23,, قال: وممن قتل في سنه ست عشره,12.3.6.0
23,, ذكر من قتل او مات منهم في سنه ثلاث وعشرين من الهجره,12.3.7.0
23,, قال: وممن توفى سنه اثنتين وثلاثين من الهجره,12.3.8.0
23,, ذكر من مات او قتل منهم في سنه ثلاث وثلاثين من الهجره,12.3.9.0
23,, قال: وممن قتل في سنه ست وثلاثين من الهجره,12.3.10.0
23,, ذكر من مات او قتل منهم في سنه سبع وثلاثين من الهجره,12.3.11.0
23,, ذكر من مات منهم او قتل سنه اربعين,12.3.12.0
23,, ذكر من هلك منهم سنه خمسين,12.3.13.0
23,, ذكر الخبر عمن مات او قتل منهم سنه ثنتين وخمسين,12.3.14.0
23,, ذكر الخبر عمن مات او قتل سنه اربع وخمسين,12.3.15.0
23,, قال: وممن هلك سنه اربع وستين,12.3.16.0
23,, ذكر من هلك في سنه خمس وستين,12.3.17.0
23,, ذكر من مات او قتل سنه ثمان وستين,12.3.18.0
23,, ذكر من توفى او قتل منهم سنه اربع ms5203 وسبعين,12.3.19.0
23,, ذكر الخبر عمن هلك منهم سنه ثمان وسبعين,12.3.20.0
23,, ذكر من مات او قتل سنه ثمانين,12.3.21.0
23,, ذكر أسماء من عاش بعد رسول الله صلى الله عليه وسلم من اصحابه فروى عنه او نقل عنه علم,12.3.22.0
23,, ذكر بعض ما روى الحارث عن رسول الله صلى الله عليه وسلم من الآثار,12.3.23.0
23,, ذكر موالي بنى هاشم الذين عاشوا بعد رسول الله صلى الله عليه وسلم ورووا عنه ونقل عنهم العلم,12.3.24.0
23,, ومن حلفاء بنى هاشم,12.3.25.0
23,, ذكر من روى عن النبي ص من بنى المطلب بن عبد مناف بن قصى,12.3.26.0
23,, ومن حلفاء بنى نوفل بن عبد مناف بن قصى,12.3.27.0
23,, ذكر أسماء من نقل عنه العلم ممن صحب رسول الله صلى الله عليه وسلم وعاش بعده من بني أسد بن عبد العزى بن قصي بن كلاب,12.3.28.0
23,, ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى عبد الدار بن قصى بن كلاب,12.3.29.0
23,, ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى زهره بن كلاب أخي قصى بن كلاب,12.3.30.0
23,, ذكر من روى عن رسول الله صلى الله عليه وسلم من حلفاء بنى زهره,12.3.31.0
23,, ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى تيم بن مره,12.3.32.0
23,, ومن بنى مخزوم بن يقظه بن مره بن كعب,12.3.33.0
23,, ومن حلفاء بنى مخزوم ممن عاش بعد رسول الله ص وروى عنه,12.3.34.0
23,, ومن بنى عدى بن كعب بن لؤي بن غالب ممن عاش بعد رسول الله ص وروى عنه,12.3.35.0
23,, ومن بنى عامر بن لؤي بن غالب,12.3.36.0
23,, ومن بنى جعدة بن كعب بن ربيعة بن عامر بن صعصعة,12.3.37.0
23,, ومن بنى نمير بن عامر بن صعصعة,12.3.38.0
23,, ذكر اسامى من روى عن رسول الله ص ممن آمن به واتبعه في حياته وعاش بعده من قبائل اليمن,12.3.39.0
23,, ذكر بعض أسماء من عاش بعد رسول الله ص ممن آمن به واتبعه في حياته وروى عنه بعد وفاته في سائر قبائل اليمن,12.3.40.0
23,, ذكر أسماء من روى عن رسول الله ص من الأشعريين,12.3.41.0
23,, ذكر أسماء من روى عن رسول الله ص من حضر موت,12.3.42.0
23,, ومن كنده,12.3.43.0
23,, ومن سائر الأزد ممن روى عن رسول الله ص,12.3.44.0
23,, ومن همدان,12.3.45.0
23,, ذكر تاريخ النساء اللواتي اسلمن على عهد رسول الله ص ذكر من هلك منهن قبل الهجره:,12.3.46.0
23,, ذكر من هلك منهن في حياه رسول الله ص بعد الهجره,12.3.47.0
23,, ذكر من توفى من ازواجه على عهده ص,12.3.48.0
23,, ذكر تاريخ من مات من بنات رسول الله ص وعماته وازواجه بعد وفاته,12.3.49.0
23,, ذكر تاريخ وفاه ازواج رسول الله ص اللاتي توفين بعده,12.3.50.0
23,, ذكر تاريخ من عرف وقت وفاته من النساء المهاجرات والانصار وغيرهن ممن ادرك رسول الله ص وآمن به واتبعه,12.3.51.0
23,, ذكر أسماء من عاش بعد رسول الله ص من النساء المؤمنات فروت عنه ونقل عنها العلم ثم من بنى هاشم,12.3.52.0
23,, ومن مواليهم,12.3.53.0
23,," ومن غرائب نساء العرب اللواتي عشن بعد رسول الله ص، فروين عنه وكن قد بايعنه، واسلمن في حياته",12.3.54.0
23,, القول في تاريخ التابعين والخالفين والسلف الماضين من العلماء ونقله الآثار ذكر من هلك من التابعين سنه ثنتين وثلاثين,12.3.55.0
23,, ذكر من هلك منهم سنه احدى وثمانين,12.3.56.0
23,, وممن هلك في سنه ثلاث وثمانين,12.3.57.0
23,, ذكر من هلك منهم سنه خمس ومائه,12.3.58.0
23,, ذكر من هلك منهم في سنه احدى عشره ومائه,12.3.59.0
23,, ذكر من هلك منهم في سنه ثنتى عشره ومائه,12.3.60.0
23,, ذكر من هلك منهم سنه خمسين ومائه,12.3.61.0
23,, ذكر من هلك منهم في سنه احدى وستين ومائه,12.3.62.0
23,, ذكر من روى عنها العلم منهن ممن ادرك اصحاب رسول الله ص ثم من قريش,12.3.63.0
23,, يتلوه الأسماء والكنى من التاريخ,12.3.64.0
23,, ذكر أسماء من شهر بالكنية من النساء اللاتي بايعن رسول الله ص وأدركنه,12.3.65.0
23,," ذكر كنى ممن شهر باسمه دون كنيته، ممن عاش بعد رسول الله ص",12.3.66.0
23,, ذكر أسماء من عرف من اصحاب رسول الله ص بمولاه او بأخيه او بلقبه او بجده دون ابيه الأدنى,12.3.67.0
23,, ذكر أسماء من شهر بالكنية من التابعين,12.3.68.0
23,, ذكر من انتهت إلينا كنيته ممن شهر بالاسم دون الكنية من التابعين,12.3.69.0
23,, ذكر كنى من شهر بالاسم من ms5353 الخالفين دون الكنية,12.3.70.0
