heading_text,ID_novols
سنه ثمان وتسعين ومائتين,375.5.0.0.0
سنه تسع وتسعين ومائتين,375.6.0.0.0
سنه ثلاثمائة,375.7.0.0.0
سنه احدى وثلاثمائة,375.8.0.0.0
سنه اثنتين وثلاثمائة,375.9.0.0.0
سنه ثلاث وثلاثمائة,375.10.0.0.0
سنه اربع وثلاثمائة,375.11.0.0.0
سنه خمس وثلاثمائة,375.12.0.0.0
سنه ست وثلاثمائة,375.13.0.0.0
 وزارة حامد بن العباس,375.13.1.0.0
سنه سبع وثلاثمائة,375.14.0.0.0
سنه ثمان وثلاثمائة,375.15.0.0.0
سنه تسع وثلاثمائة,375.16.0.0.0
سنه عشر وثلاثمائة,375.17.0.0.0
سنه احدى عشره وثلاثمائة,375.18.0.0.0
سنه اثنتى عشره وثلاثمائة,375.19.0.0.0
 وزارة ابى العباس الخصيبى,375.19.1.0.0
سنه ثلاث عشره وثلاثمائة,375.20.0.0.0
سنه اربع عشره وثلاثمائة,375.21.0.0.0
سنه خمس عشره وثلاثمائة,375.22.0.0.0
 وزارة على بن عيسى الثانيه,375.22.1.0.0
سنه ست عشره وثلاثمائة,375.23.0.0.0
 وزارة ابى على بن مقله,375.23.1.0.0
سنه سبع عشره وثلاثمائة,375.24.0.0.0
سنه ثماني عشره وثلاثمائة,375.25.0.0.0
 وزارة ابى القاسم عبد الله بن محمد الكلواذى,375.25.1.0.0
 وزارة الكرخي,375.25.2.0.0
 وزارة ابى الفتح الفضل بن جعفر,375.25.3.0.0
 خلافه القاهر بالله ابو منصور بن المعتضد,375.25.4.0.0
 وزارة ابن مقله,375.25.5.0.0
سنه احدى وعشرين وثلاثمائة,375.26.0.0.0
 وزارة ابى جعفر محمد بن القاسم,375.26.1.0.0
 وزارة الخصيبى,375.26.2.0.0
 خلافه الراضي بالله ابى العباس محمد بن المقتدر رحمه الله,375.26.3.0.0
 وزارة ابن مقله,375.26.4.0.0
سنه ثلاث وعشرين وثلاثمائة,375.27.0.0.0
سنه اربع وعشرين وثلاثمائة,375.28.0.0.0
 وزارة عبد الرحمن بن عيسى للراضى بالله,375.28.1.0.0
سنه خمس وعشرين وثلاثمائة,375.29.0.0.0
 وزارة ابى الفتح بن الفرات للراضى بالله,375.29.1.0.0
سنه ست وعشرين وثلاثمائة,375.30.0.0.0
 وصول بجكم الى الحضره وتفرده بالإمرة,375.30.1.0.0
سنه سبع وعشرين وثلاثمائة,375.31.0.0.0
 وزارة البريدى ابى عبد الله للراضى بالله,375.31.1.0.0
سنه ثمان وعشرين وثلاثمائة,375.32.0.0.0
 وزارة ابى القاسم سليمان بن الحسن,375.32.1.0.0
سنه تسع وعشرين وثلاثمائة,375.33.0.0.0
 خلافه المتقى لله,375.33.1.0.0
 اماره كورنكج,375.33.2.0.0
سنه ثلاثين وثلاثمائة,375.34.0.0.0
سنه احدى وثلاثين وثلاثمائة,375.35.0.0.0
 وزارة ابى العباس الاصفهانى,375.35.1.0.0
 وزارة ابى الحسين بن مقله,375.35.2.0.0
 اماره توزون,375.35.3.0.0
سنه اثنتين وثلاثين وثلاثمائة,375.36.0.0.0
سنه ثلاث وثلاثين وثلاثمائة,375.37.0.0.0
 خلافه المستكفى بالله,375.37.1.0.0
سنه اربع وثلاثين وثلاثمائة,375.38.0.0.0
 خلافه المطيع لله ابى القاسم الفضل بن المقتدر,375.38.1.0.0
سنه خمس وثلاثين وثلاثمائة,375.39.0.0.0
سنه ست وثلاثين وثلاثمائة,375.40.0.0.0
سنه سبع وثلاثين وثلاثمائة,375.41.0.0.0
سنه ثمان وثلاثين وثلاثمائة,375.42.0.0.0
سنه تسع وثلاثين وثلاثمائة,375.43.0.0.0
سنه اربعين وثلاثمائة,375.44.0.0.0
سنه احدى واربعين وثلاثمائة,375.45.0.0.0
سنه اثنتين واربعين وثلاثمائة,375.46.0.0.0
سنه ثلاث واربعين وثلاثمائة,375.47.0.0.0
سنه اربع واربعين وثلاثمائة,375.48.0.0.0
سنه خمس واربعين وثلاثمائة,375.49.0.0.0
سنه ست واربعين وثلاثمائة,375.50.0.0.0
سنه سبع واربعين وثلاثمائة,375.51.0.0.0
سنه ثمان واربعين وثلاثمائة,375.52.0.0.0
سنه تسع واربعين وثلاثمائة,375.53.0.0.0
سنه خمسين وثلاثمائة,375.54.0.0.0
سنه احدى وخمسين وثلاثمائة,375.55.0.0.0
سنه اثنتين وخمسين وثلاثمائة,375.56.0.0.0
سنه ثلاث وخمسين وثلاثمائة,375.57.0.0.0
سنه اربع وخمسين وثلاثمائة,375.58.0.0.0
سنه خمس وخمسين وثلاثمائة,375.59.0.0.0
سنه ست وخمسين وثلاثمائة,375.60.0.0.0
 اماره عز الدولة ابى منصور بختيار بن معز الدولة,375.60.1.0.0
سنه سبع وخمسين وثلاثمائة,375.61.0.0.0
 وزارة ابى الفضل الشيرازى,375.61.1.0.0
سنه ثمان وخمسين وثلاثمائة,375.62.0.0.0
سنه تسع وخمسين وثلاثمائة,375.63.0.0.0
سنه ستين وثلاثمائة,375.64.0.0.0
 وزارة ابى الفضل العباس ابن الحسن الشيرازى الثانيه,375.64.1.0.0
سنه احدى وستين وثلاثمائة,375.65.0.0.0
سنه اثنتين وستين وثلاثمائة,375.66.0.0.0
 نزول الخارج بالمغرب بمصر,375.66.1.0.0
 وزارة ابى طاهر بن بقية لمعز الدولة,375.66.2.0.0
سنه ثلاث وستين وثلاثمائة,375.67.0.0.0
 خلافه الطائع لله ابى بكر عبد الكريم بن المطيع لله,375.67.1.0.0
سنه اربع وستين وثلاثمائة,375.68.0.0.0
سنه خمس وستين وثلاثمائة,375.69.0.0.0
سنه ست وستين وثلاثمائة,375.70.0.0.0
سنه سبع وستين وثلاثمائة,375.71.0.0.0
[ (المنتخب من كتاب ذيل المذيل) من تاريخ الصحابة والتابعين تصنيف محمد بن جرير الطبري],376.0.0.0.0
من النساء اللواتي متن قبل الهجره,376.1.0.0.0
وممن مات في سنه ثمان من الهجره,376.2.0.0.0
قال: وفي سنه تسع من الهجره,376.3.0.0.0
قال: وفي سنه احدى عشر من الهجره,376.4.0.0.0
قال: وممن هلك سنه اربع عشره من الهجره,376.5.0.0.0
قال: وممن قتل في سنه ست عشره,376.6.0.0.0
ذكر من قتل او مات منهم في سنه ثلاث وعشرين من الهجره,376.7.0.0.0
قال: وممن توفى سنه اثنتين وثلاثين من الهجره,376.8.0.0.0
ذكر من مات او قتل منهم في سنه ثلاث وثلاثين من الهجره,376.9.0.0.0
قال: وممن قتل في سنه ست وثلاثين من الهجره,376.10.0.0.0
ذكر من مات او قتل منهم في سنه سبع وثلاثين من الهجره,376.11.0.0.0
ذكر من مات منهم او قتل سنه اربعين,376.12.0.0.0
ذكر من هلك منهم سنه خمسين,376.13.0.0.0
ذكر الخبر عمن مات او قتل منهم سنه ثنتين وخمسين,376.14.0.0.0
ذكر الخبر عمن مات او قتل سنه اربع وخمسين,376.15.0.0.0
قال: وممن هلك سنه اربع وستين,376.16.0.0.0
ذكر من هلك في سنه خمس وستين,376.17.0.0.0
ذكر من مات او قتل سنه ثمان وستين,376.18.0.0.0
ذكر من توفى او قتل منهم سنه اربع ms5203 وسبعين,376.19.0.0.0
ذكر الخبر عمن هلك منهم سنه ثمان وسبعين,376.20.0.0.0
ذكر من مات او قتل سنه ثمانين,376.21.0.0.0
ذكر أسماء من عاش بعد رسول الله صلى الله عليه وسلم من اصحابه فروى عنه او نقل عنه علم,376.22.0.0.0
ذكر بعض ما روى الحارث عن رسول الله صلى الله عليه وسلم من الآثار,376.23.0.0.0
ذكر موالي بنى هاشم الذين عاشوا بعد رسول الله صلى الله عليه وسلم ورووا عنه ونقل عنهم العلم,376.24.0.0.0
ومن حلفاء بنى هاشم,376.25.0.0.0
ذكر من روى عن النبي ص من بنى المطلب بن عبد مناف بن قصى,376.26.0.0.0
ومن حلفاء بنى نوفل بن عبد مناف بن قصى,376.27.0.0.0
ذكر أسماء من نقل عنه العلم ممن صحب رسول الله صلى الله عليه وسلم وعاش بعده من بني أسد بن عبد العزى بن قصي بن كلاب,376.28.0.0.0
ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى عبد الدار بن قصى بن كلاب,376.29.0.0.0
ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى زهره بن كلاب أخي قصى بن كلاب,376.30.0.0.0
ذكر من روى عن رسول الله صلى الله عليه وسلم من حلفاء بنى زهره,376.31.0.0.0
ذكر أسماء من روى عن رسول الله صلى الله عليه وسلم من بنى تيم بن مره,376.32.0.0.0
ومن بنى مخزوم بن يقظه بن مره بن كعب,376.33.0.0.0
ومن حلفاء بنى مخزوم ممن عاش بعد رسول الله ص وروى عنه,376.34.0.0.0
ومن بنى عدى بن كعب بن لؤي بن غالب ممن عاش بعد رسول الله ص وروى عنه,376.35.0.0.0
ومن بنى عامر بن لؤي بن غالب,376.36.0.0.0
ومن بنى جعدة بن كعب بن ربيعة بن عامر بن صعصعة,376.37.0.0.0
ومن بنى نمير بن عامر بن صعصعة,376.38.0.0.0
ذكر اسامى من روى عن رسول الله ص ممن آمن به واتبعه في حياته وعاش بعده من قبائل اليمن,376.39.0.0.0
ذكر بعض أسماء من عاش بعد رسول الله ص ممن آمن به واتبعه في حياته وروى عنه بعد وفاته في سائر قبائل اليمن,376.40.0.0.0
ذكر أسماء من روى عن رسول الله ص من الأشعريين,376.41.0.0.0
ذكر أسماء من روى عن رسول الله ص من حضر موت,376.42.0.0.0
ومن كنده,376.43.0.0.0
ومن سائر الأزد ممن روى عن رسول الله ص,376.44.0.0.0
ومن همدان,376.45.0.0.0
ذكر تاريخ النساء اللواتي اسلمن على عهد رسول الله ص ذكر من هلك منهن قبل الهجره:,376.46.0.0.0
ذكر من هلك منهن في حياه رسول الله ص بعد الهجره,376.47.0.0.0
ذكر من توفى من ازواجه على عهده ص,376.48.0.0.0
ذكر تاريخ من مات من بنات رسول الله ص وعماته وازواجه بعد وفاته,376.49.0.0.0
ذكر تاريخ وفاه ازواج رسول الله ص اللاتي توفين بعده,376.50.0.0.0
ذكر تاريخ من عرف وقت وفاته من النساء المهاجرات والانصار وغيرهن ممن ادرك رسول الله ص وآمن به واتبعه,376.51.0.0.0
ذكر أسماء من عاش بعد رسول الله ص من النساء المؤمنات فروت عنه ونقل عنها العلم ثم من بنى هاشم,376.52.0.0.0
ومن مواليهم,376.53.0.0.0
"ومن غرائب نساء العرب اللواتي عشن بعد رسول الله ص، فروين عنه وكن قد بايعنه، واسلمن في حياته",376.54.0.0.0
القول في تاريخ التابعين والخالفين والسلف الماضين من العلماء ونقله الآثار ذكر من هلك من التابعين سنه ثنتين وثلاثين,376.55.0.0.0
ذكر من هلك منهم سنه احدى وثمانين,376.56.0.0.0
وممن هلك في سنه ثلاث وثمانين,376.57.0.0.0
ذكر من هلك منهم سنه خمس ومائه,376.58.0.0.0
ذكر من هلك منهم في سنه احدى عشره ومائه,376.59.0.0.0
ذكر من هلك منهم في سنه ثنتى عشره ومائه,376.60.0.0.0
ذكر من هلك منهم سنه خمسين ومائه,376.61.0.0.0
ذكر من هلك منهم في سنه احدى وستين ومائه,376.62.0.0.0
ذكر من روى عنها العلم منهن ممن ادرك اصحاب رسول الله ص ثم من قريش,376.63.0.0.0
يتلوه الأسماء والكنى من التاريخ,376.64.0.0.0
ذكر أسماء من شهر بالكنية من النساء اللاتي بايعن رسول الله ص وأدركنه,376.65.0.0.0
"ذكر كنى ممن شهر باسمه دون كنيته، ممن عاش بعد رسول الله ص",376.66.0.0.0
ذكر أسماء من عرف من اصحاب رسول الله ص بمولاه او بأخيه او بلقبه او بجده دون ابيه الأدنى,376.67.0.0.0
ذكر أسماء من شهر بالكنية من التابعين,376.68.0.0.0
ذكر من انتهت إلينا كنيته ممن شهر بالاسم دون الكنية من التابعين,376.69.0.0.0
ذكر كنى من شهر بالاسم من ms5353 الخالفين دون الكنية,376.70.0.0.0
